,Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,B27002_001E,Total Race Population,B03001_003E,White,Black or African American,America Native,Asian,Native Pacific,Other,Two or More,Two or More Inclusive,Three or More,state,ZIP_CODE
2929,ZCTA5 11550,64155.0,57639.0,34.0,25822.0,10368.0,56956.0,57639.0,26459.0,9443.0,25782.0,273.0,951.0,0.0,18420.0,2770.0,908.0,1862.0,36,11550
2930,ZCTA5 11552,122367.0,24908.0,38.8,42328.0,1705.0,24889.0,24908.0,4861.0,14825.0,5713.0,24.0,1523.0,74.0,1988.0,761.0,213.0,548.0,36,11552
2931,ZCTA5 11553,79872.0,26054.0,35.0,25395.0,2660.0,25292.0,26054.0,11881.0,9070.0,10883.0,455.0,441.0,0.0,3105.0,2100.0,445.0,1655.0,36,11553
2932,ZCTA5 11554,106409.0,38029.0,41.3,42157.0,1589.0,36450.0,38029.0,6274.0,25944.0,2428.0,150.0,4990.0,0.0,3503.0,1014.0,225.0,789.0,36,11554
2933,ZCTA5 11556,-666666666.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11556
2934,ZCTA5 11557,127583.0,7878.0,47.3,62708.0,276.0,7878.0,7878.0,909.0,5943.0,601.0,0.0,659.0,0.0,636.0,39.0,0.0,39.0,36,11557
2935,ZCTA5 11558,96368.0,8465.0,42.1,43779.0,393.0,8300.0,8465.0,2498.0,7181.0,160.0,3.0,219.0,0.0,684.0,218.0,49.0,169.0,36,11558
2936,ZCTA5 11559,97392.0,8192.0,35.3,63110.0,400.0,8192.0,8192.0,899.0,7080.0,103.0,50.0,201.0,0.0,758.0,0.0,0.0,0.0,36,11559
2937,ZCTA5 11560,140568.0,6669.0,45.7,79951.0,441.0,6669.0,6669.0,423.0,6119.0,132.0,0.0,150.0,0.0,189.0,79.0,10.0,69.0,36,11560
2938,ZCTA5 11561,99240.0,37726.0,45.5,56034.0,2262.0,36787.0,37726.0,4940.0,31242.0,2512.0,73.0,1287.0,0.0,1638.0,974.0,372.0,602.0,36,11561
2939,ZCTA5 11563,99947.0,21919.0,43.8,47502.0,733.0,21830.0,21919.0,4850.0,18101.0,881.0,186.0,677.0,0.0,1444.0,630.0,283.0,347.0,36,11563
2940,ZCTA5 11565,128301.0,8560.0,48.2,56664.0,230.0,8560.0,8560.0,663.0,7199.0,455.0,7.0,390.0,0.0,165.0,344.0,0.0,344.0,36,11565
2941,ZCTA5 11566,152337.0,33331.0,43.1,60700.0,1001.0,33325.0,33331.0,2475.0,30134.0,1108.0,44.0,1251.0,0.0,258.0,536.0,125.0,411.0,36,11566
2942,ZCTA5 11568,214250.0,4548.0,25.4,84324.0,161.0,4548.0,4548.0,348.0,2937.0,461.0,3.0,817.0,0.0,86.0,244.0,72.0,172.0,36,11568
2943,ZCTA5 11569,156750.0,1117.0,55.7,91427.0,0.0,1117.0,1117.0,34.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11569
2944,ZCTA5 11570,117107.0,27234.0,42.5,62726.0,1219.0,27007.0,27234.0,3329.0,21829.0,2915.0,0.0,734.0,0.0,1169.0,587.0,54.0,533.0,36,11570
2945,ZCTA5 11572,118480.0,29243.0,43.1,49563.0,1599.0,29146.0,29243.0,4124.0,26399.0,550.0,275.0,779.0,0.0,777.0,463.0,103.0,360.0,36,11572
2946,ZCTA5 11575,90577.0,17180.0,34.1,29851.0,1825.0,17180.0,17180.0,6645.0,2916.0,10079.0,502.0,152.0,0.0,2119.0,1412.0,129.0,1283.0,36,11575
2947,ZCTA5 11576,182199.0,12374.0,47.8,96480.0,370.0,12374.0,12374.0,533.0,9464.0,131.0,13.0,2176.0,0.0,430.0,160.0,19.0,141.0,36,11576
2948,ZCTA5 11577,149091.0,12513.0,43.3,73522.0,416.0,12270.0,12513.0,1282.0,9439.0,454.0,30.0,2130.0,0.0,331.0,129.0,48.0,81.0,36,11577
2949,ZCTA5 11579,134107.0,5214.0,48.8,69588.0,421.0,5153.0,5214.0,485.0,4805.0,61.0,0.0,78.0,0.0,188.0,82.0,10.0,72.0,36,11579
2950,ZCTA5 11580,110575.0,42990.0,40.9,39346.0,2037.0,42932.0,42990.0,11037.0,14375.0,14280.0,20.0,6217.0,16.0,6045.0,2037.0,708.0,1329.0,36,11580
2951,ZCTA5 11581,117200.0,21794.0,39.3,43912.0,763.0,21794.0,21794.0,3611.0,11522.0,4532.0,9.0,2979.0,10.0,1946.0,796.0,569.0,227.0,36,11581
2952,ZCTA5 11590,106959.0,47245.0,40.1,40319.0,3368.0,47221.0,47245.0,14094.0,21766.0,10499.0,16.0,4233.0,67.0,9336.0,1328.0,424.0,904.0,36,11590
2953,ZCTA5 11596,137500.0,10347.0,42.0,65748.0,209.0,10347.0,10347.0,792.0,8098.0,164.0,14.0,1684.0,0.0,167.0,220.0,17.0,203.0,36,11596
2954,ZCTA5 11598,145139.0,14066.0,33.6,56795.0,623.0,13861.0,14066.0,744.0,12835.0,654.0,0.0,319.0,0.0,217.0,41.0,40.0,1.0,36,11598
2955,ZCTA5 11691,50267.0,68543.0,30.8,23186.0,12845.0,66367.0,68543.0,18456.0,25352.0,32175.0,182.0,2274.0,38.0,6460.0,2062.0,663.0,1399.0,36,11691
2956,ZCTA5 11692,46819.0,22074.0,36.0,24201.0,5472.0,21380.0,22074.0,5140.0,4919.0,13205.0,180.0,1167.0,0.0,2130.0,473.0,257.0,216.0,36,11692
2957,ZCTA5 11693,60569.0,12944.0,41.1,31788.0,1831.0,12861.0,12944.0,3812.0,7931.0,2828.0,0.0,571.0,0.0,972.0,642.0,429.0,213.0,36,11693
2958,ZCTA5 11694,84485.0,21202.0,48.0,47198.0,2259.0,20264.0,21202.0,3217.0,17397.0,1389.0,217.0,620.0,0.0,1338.0,241.0,0.0,241.0,36,11694
2959,ZCTA5 11697,105750.0,3674.0,50.8,58167.0,98.0,3674.0,3674.0,249.0,3490.0,23.0,0.0,24.0,0.0,137.0,0.0,0.0,0.0,36,11697
2960,ZCTA5 11701,86447.0,28363.0,38.3,33538.0,2328.0,27834.0,28363.0,8053.0,11485.0,10318.0,133.0,191.0,0.0,5260.0,976.0,123.0,853.0,36,11701
2961,ZCTA5 11702,130337.0,14127.0,43.2,58489.0,587.0,14106.0,14127.0,888.0,13400.0,90.0,32.0,231.0,0.0,110.0,264.0,73.0,191.0,36,11702
2962,ZCTA5 11703,93938.0,16119.0,42.6,42414.0,1003.0,16119.0,16119.0,3112.0,12817.0,1156.0,57.0,683.0,0.0,936.0,470.0,38.0,432.0,36,11703
2963,ZCTA5 11704,95912.0,39981.0,40.5,37266.0,2276.0,39540.0,39981.0,7745.0,29388.0,5583.0,137.0,1459.0,42.0,2547.0,825.0,112.0,713.0,36,11704
2964,ZCTA5 11705,112193.0,7721.0,41.1,50101.0,346.0,7721.0,7721.0,618.0,7173.0,175.0,40.0,99.0,0.0,13.0,221.0,45.0,176.0,36,11705
2965,ZCTA5 11706,91204.0,68401.0,35.8,32683.0,5999.0,68243.0,68401.0,30335.0,38860.0,11457.0,822.0,2073.0,11.0,12029.0,3149.0,801.0,2348.0,36,11706
2966,ZCTA5 11709,108951.0,6735.0,49.1,54672.0,306.0,6735.0,6735.0,248.0,6383.0,18.0,19.0,85.0,0.0,99.0,131.0,42.0,89.0,36,11709
2967,ZCTA5 11710,136281.0,34634.0,43.9,53253.0,1238.0,34541.0,34634.0,3506.0,30455.0,692.0,28.0,1676.0,0.0,964.0,819.0,284.0,535.0,36,11710
2968,ZCTA5 11713,84038.0,9295.0,37.8,39747.0,1497.0,9295.0,9295.0,2494.0,6317.0,1993.0,0.0,272.0,0.0,184.0,529.0,100.0,429.0,36,11713
2969,ZCTA5 11714,114095.0,22741.0,43.3,47578.0,787.0,22741.0,22741.0,2496.0,19409.0,133.0,189.0,2084.0,0.0,539.0,387.0,178.0,209.0,36,11714
2970,ZCTA5 11715,122639.0,4583.0,44.2,47965.0,75.0,4583.0,4583.0,424.0,4495.0,7.0,0.0,19.0,0.0,20.0,42.0,12.0,30.0,36,11715
2971,ZCTA5 11716,93317.0,9781.0,41.4,43036.0,574.0,9781.0,9781.0,987.0,9092.0,253.0,18.0,167.0,0.0,225.0,26.0,0.0,26.0,36,11716
2972,ZCTA5 11717,82237.0,63492.0,34.1,25388.0,6741.0,62727.0,63492.0,43851.0,38558.0,9456.0,446.0,1254.0,110.0,11091.0,2577.0,902.0,1675.0,36,11717
2973,ZCTA5 11718,127931.0,3075.0,42.9,58082.0,23.0,3062.0,3075.0,216.0,2902.0,57.0,0.0,9.0,0.0,67.0,40.0,0.0,40.0,36,11718
2974,ZCTA5 11719,68616.0,3447.0,46.6,37475.0,383.0,3233.0,3447.0,419.0,2993.0,252.0,13.0,8.0,5.0,36.0,140.0,53.0,87.0,36,11719
2975,ZCTA5 11720,109550.0,28454.0,37.7,40909.0,1778.0,28387.0,28454.0,4451.0,24335.0,1268.0,23.0,1571.0,0.0,670.0,587.0,175.0,412.0,36,11720
2976,ZCTA5 11721,141976.0,6288.0,50.7,72282.0,373.0,6288.0,6288.0,221.0,5915.0,11.0,0.0,312.0,0.0,0.0,50.0,0.0,50.0,36,11721
2977,ZCTA5 11722,75021.0,31878.0,36.0,28444.0,2974.0,31836.0,31878.0,14999.0,16831.0,8059.0,51.0,1149.0,0.0,4791.0,997.0,398.0,599.0,36,11722
2978,ZCTA5 11724,250001.0,3175.0,37.6,99924.0,113.0,3175.0,3175.0,168.0,2680.0,9.0,0.0,352.0,0.0,36.0,98.0,2.0,96.0,36,11724
2979,ZCTA5 11725,133893.0,29396.0,46.9,54626.0,835.0,28981.0,29396.0,1862.0,26881.0,497.0,0.0,1410.0,0.0,143.0,465.0,21.0,444.0,36,11725
2980,ZCTA5 11726,75085.0,19481.0,38.9,28927.0,2444.0,19469.0,19481.0,8287.0,10952.0,2953.0,314.0,506.0,0.0,3820.0,936.0,211.0,725.0,36,11726
2981,ZCTA5 11727,82655.0,29736.0,40.6,38296.0,1762.0,29715.0,29736.0,5725.0,22091.0,4350.0,0.0,1594.0,85.0,954.0,662.0,107.0,555.0,36,11727
2982,ZCTA5 11729,94387.0,27252.0,42.1,37066.0,2065.0,27225.0,27252.0,5020.0,18341.0,3540.0,20.0,2836.0,0.0,1481.0,1034.0,237.0,797.0,36,11729
2983,ZCTA5 11730,122826.0,13663.0,42.4,50299.0,648.0,13543.0,13663.0,1344.0,12601.0,385.0,16.0,146.0,0.0,489.0,26.0,0.0,26.0,36,11730
2984,ZCTA5 11731,120619.0,30436.0,45.1,47330.0,910.0,30410.0,30436.0,2115.0,27850.0,406.0,0.0,1408.0,0.0,305.0,467.0,52.0,415.0,36,11731
2985,ZCTA5 11732,119028.0,3751.0,49.1,58229.0,123.0,3751.0,3751.0,189.0,3311.0,137.0,0.0,82.0,0.0,54.0,167.0,0.0,167.0,36,11732
2986,ZCTA5 11733,155455.0,16363.0,46.7,69712.0,356.0,16005.0,16363.0,1091.0,13962.0,240.0,14.0,1696.0,0.0,189.0,262.0,43.0,219.0,36,11733
2987,ZCTA5 11735,109858.0,33893.0,41.6,46482.0,1767.0,33704.0,33893.0,4354.0,27444.0,1660.0,20.0,2818.0,0.0,1079.0,872.0,50.0,822.0,36,11735
2988,ZCTA5 11738,110232.0,17972.0,40.9,40627.0,853.0,17863.0,17972.0,2784.0,15815.0,473.0,9.0,861.0,0.0,293.0,521.0,8.0,513.0,36,11738
2989,ZCTA5 11739,153958.0,916.0,46.1,74841.0,12.0,916.0,916.0,82.0,913.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,36,11739
2990,ZCTA5 11740,124527.0,9693.0,44.8,52460.0,282.0,9693.0,9693.0,507.0,8469.0,299.0,0.0,548.0,0.0,98.0,279.0,36.0,243.0,36,11740
2991,ZCTA5 11741,107220.0,26651.0,41.3,43255.0,1388.0,26620.0,26651.0,3112.0,24139.0,983.0,157.0,886.0,35.0,80.0,371.0,32.0,339.0,36,11741
2992,ZCTA5 11742,107056.0,12438.0,43.6,45944.0,422.0,12438.0,12438.0,1920.0,10718.0,631.0,0.0,685.0,0.0,271.0,133.0,21.0,112.0,36,11742
2993,ZCTA5 11743,128187.0,41878.0,47.2,67150.0,2166.0,41526.0,41878.0,3309.0,35868.0,2481.0,40.0,1290.0,0.0,1278.0,921.0,32.0,889.0,36,11743
2994,ZCTA5 11746,116560.0,67863.0,40.1,50493.0,4961.0,67622.0,67863.0,14362.0,48111.0,4325.0,140.0,6415.0,27.0,7603.0,1242.0,453.0,789.0,36,11746
2995,ZCTA5 11747,126607.0,18288.0,50.1,70975.0,632.0,17988.0,18288.0,980.0,16206.0,472.0,0.0,1130.0,16.0,112.0,352.0,53.0,299.0,36,11747
2996,ZCTA5 11749,93555.0,3341.0,39.3,35240.0,127.0,3284.0,3341.0,1012.0,2168.0,331.0,9.0,381.0,0.0,269.0,183.0,43.0,140.0,36,11749
2997,ZCTA5 11751,109958.0,14314.0,41.8,47591.0,740.0,14314.0,14314.0,1716.0,12994.0,517.0,0.0,216.0,0.0,362.0,225.0,5.0,220.0,36,11751
2998,ZCTA5 11752,106467.0,9656.0,43.5,40542.0,306.0,9656.0,9656.0,1429.0,8764.0,188.0,1.0,312.0,0.0,151.0,240.0,93.0,147.0,36,11752
2999,ZCTA5 11753,175724.0,12857.0,45.0,78627.0,594.0,12857.0,12857.0,311.0,8196.0,94.0,0.0,4036.0,0.0,190.0,341.0,43.0,298.0,36,11753
3000,ZCTA5 11754,101710.0,17946.0,45.4,51236.0,615.0,17737.0,17946.0,1057.0,16334.0,183.0,7.0,704.0,0.0,456.0,262.0,65.0,197.0,36,11754
3001,ZCTA5 11755,116788.0,12598.0,40.9,47366.0,562.0,12598.0,12598.0,1130.0,11206.0,211.0,0.0,675.0,0.0,311.0,195.0,85.0,110.0,36,11755
3002,ZCTA5 11756,125486.0,43446.0,41.5,42851.0,2298.0,43393.0,43446.0,7261.0,35287.0,582.0,16.0,3256.0,0.0,2955.0,1350.0,365.0,985.0,36,11756
3003,ZCTA5 11757,96369.0,44368.0,41.7,37707.0,2747.0,44368.0,44368.0,8330.0,37530.0,1987.0,86.0,887.0,0.0,2668.0,1210.0,444.0,766.0,36,11757
3004,ZCTA5 11758,120149.0,52783.0,44.7,53179.0,1910.0,52614.0,52783.0,3345.0,48409.0,2270.0,94.0,835.0,65.0,720.0,390.0,26.0,364.0,36,11758
3005,ZCTA5 11762,132426.0,22358.0,43.7,50601.0,730.0,22358.0,22358.0,1759.0,21083.0,71.0,0.0,457.0,0.0,201.0,546.0,275.0,271.0,36,11762
3006,ZCTA5 11763,88438.0,28579.0,40.8,36487.0,2425.0,28281.0,28579.0,6074.0,23867.0,3372.0,17.0,348.0,0.0,426.0,549.0,37.0,512.0,36,11763
3007,ZCTA5 11764,131332.0,12981.0,40.9,49331.0,293.0,12981.0,12981.0,1200.0,12487.0,65.0,0.0,126.0,0.0,0.0,303.0,0.0,303.0,36,11764
3008,ZCTA5 11765,250001.0,782.0,48.4,145690.0,21.0,782.0,782.0,102.0,673.0,0.0,0.0,95.0,0.0,14.0,0.0,0.0,0.0,36,11765
3009,ZCTA5 11766,133050.0,11720.0,45.4,52161.0,365.0,11701.0,11720.0,1319.0,10872.0,92.0,0.0,295.0,0.0,99.0,362.0,211.0,151.0,36,11766
3010,ZCTA5 11767,116599.0,14952.0,45.6,49704.0,389.0,14744.0,14952.0,1615.0,13636.0,259.0,0.0,471.0,0.0,519.0,67.0,10.0,57.0,36,11767
3011,ZCTA5 11768,136549.0,21113.0,50.0,70067.0,900.0,20965.0,21113.0,1249.0,20540.0,236.0,20.0,180.0,0.0,25.0,112.0,14.0,98.0,36,11768
3012,ZCTA5 11769,103864.0,8340.0,50.0,51078.0,356.0,8322.0,8340.0,425.0,7929.0,143.0,16.0,43.0,0.0,50.0,159.0,48.0,111.0,36,11769
3013,ZCTA5 11770,-666666666.0,56.0,54.5,55314.0,7.0,56.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11770
3014,ZCTA5 11771,121481.0,9150.0,47.0,82566.0,331.0,9107.0,9150.0,1156.0,8383.0,156.0,0.0,403.0,0.0,126.0,82.0,24.0,58.0,36,11771
3015,ZCTA5 11772,80219.0,45991.0,39.9,40153.0,4349.0,45706.0,45991.0,11758.0,40826.0,2183.0,99.0,1187.0,0.0,1072.0,624.0,328.0,296.0,36,11772
3016,ZCTA5 11776,101793.0,24950.0,41.0,39379.0,2587.0,24816.0,24950.0,5714.0,21881.0,720.0,0.0,743.0,0.0,1355.0,251.0,89.0,162.0,36,11776
3017,ZCTA5 11777,115184.0,9007.0,46.1,61690.0,375.0,8764.0,9007.0,560.0,7849.0,192.0,3.0,692.0,0.0,99.0,172.0,0.0,172.0,36,11777
3018,ZCTA5 11778,97790.0,12081.0,37.9,43764.0,489.0,12073.0,12081.0,981.0,11241.0,123.0,0.0,86.0,0.0,494.0,137.0,9.0,128.0,36,11778
3019,ZCTA5 11779,98450.0,37837.0,39.6,37752.0,2600.0,37823.0,37837.0,5325.0,31836.0,1409.0,168.0,2351.0,65.0,664.0,1344.0,367.0,977.0,36,11779
3020,ZCTA5 11780,125610.0,16099.0,46.1,62933.0,436.0,15672.0,16099.0,1166.0,14647.0,331.0,0.0,746.0,0.0,154.0,221.0,36.0,185.0,36,11780
3021,ZCTA5 11782,116893.0,14965.0,44.4,53058.0,924.0,14727.0,14965.0,558.0,14170.0,138.0,0.0,359.0,0.0,28.0,270.0,13.0,257.0,36,11782
3022,ZCTA5 11783,134229.0,21280.0,43.4,53080.0,400.0,21280.0,21280.0,1437.0,20338.0,101.0,39.0,439.0,0.0,92.0,271.0,0.0,271.0,36,11783
3023,ZCTA5 11784,93050.0,25337.0,37.6,34143.0,1416.0,25329.0,25337.0,3615.0,20851.0,1403.0,16.0,1489.0,0.0,939.0,639.0,60.0,579.0,36,11784
3024,ZCTA5 11786,133111.0,6359.0,40.0,46831.0,260.0,6359.0,6359.0,508.0,5663.0,232.0,0.0,279.0,0.0,55.0,130.0,4.0,126.0,36,11786
3025,ZCTA5 11787,128250.0,34376.0,45.5,55032.0,1184.0,33657.0,34376.0,1482.0,32183.0,223.0,6.0,1255.0,0.0,314.0,395.0,127.0,268.0,36,11787
3026,ZCTA5 11788,116468.0,16583.0,42.5,47331.0,669.0,16583.0,16583.0,1911.0,14077.0,765.0,14.0,1238.0,0.0,297.0,192.0,35.0,157.0,36,11788
3027,ZCTA5 11789,102052.0,8301.0,43.9,43083.0,382.0,8301.0,8301.0,584.0,7654.0,61.0,231.0,117.0,0.0,152.0,86.0,71.0,15.0,36,11789
3028,ZCTA5 11790,130607.0,17304.0,26.5,44858.0,720.0,17263.0,17304.0,1243.0,12212.0,900.0,6.0,3537.0,10.0,180.0,459.0,110.0,349.0,36,11790
3029,ZCTA5 11791,174675.0,26135.0,42.7,76416.0,882.0,26034.0,26135.0,1036.0,17467.0,197.0,74.0,7511.0,0.0,421.0,465.0,103.0,362.0,36,11791
3030,ZCTA5 11792,145341.0,7853.0,41.2,52454.0,328.0,7739.0,7853.0,486.0,7607.0,126.0,0.0,17.0,0.0,68.0,35.0,6.0,29.0,36,11792
3031,ZCTA5 11793,139543.0,30643.0,42.4,53896.0,826.0,30633.0,30643.0,2650.0,29250.0,149.0,22.0,650.0,0.0,154.0,418.0,46.0,372.0,36,11793
3032,ZCTA5 11794,-666666666.0,3024.0,19.9,3093.0,0.0,3024.0,3024.0,235.0,971.0,342.0,0.0,1403.0,0.0,36.0,272.0,93.0,179.0,36,11794
3033,ZCTA5 11795,125691.0,24775.0,43.9,47792.0,1116.0,24427.0,24775.0,1607.0,23890.0,127.0,12.0,405.0,0.0,81.0,260.0,29.0,231.0,36,11795
3034,ZCTA5 11796,114408.0,4160.0,44.4,41061.0,263.0,3913.0,4160.0,250.0,3932.0,36.0,0.0,84.0,0.0,54.0,54.0,12.0,42.0,36,11796
3035,ZCTA5 11797,182569.0,8962.0,53.0,91183.0,164.0,8012.0,8962.0,288.0,7230.0,201.0,0.0,1424.0,0.0,43.0,64.0,15.0,49.0,36,11797
3036,ZCTA5 11798,81378.0,14864.0,33.1,26612.0,2593.0,14848.0,14864.0,3997.0,3143.0,9210.0,84.0,205.0,0.0,1469.0,753.0,137.0,616.0,36,11798
3037,ZCTA5 11801,110302.0,40288.0,43.8,42311.0,1569.0,40288.0,40288.0,5737.0,25089.0,699.0,116.0,11057.0,8.0,1630.0,1689.0,362.0,1327.0,36,11801
3038,ZCTA5 11803,147469.0,28520.0,44.2,61911.0,911.0,28426.0,28520.0,1249.0,23356.0,181.0,16.0,4384.0,0.0,275.0,308.0,86.0,222.0,36,11803
3039,ZCTA5 11804,112946.0,4671.0,44.5,56339.0,195.0,4671.0,4671.0,206.0,4113.0,16.0,0.0,430.0,0.0,0.0,112.0,34.0,78.0,36,11804
3040,ZCTA5 11901,66438.0,28387.0,41.9,33046.0,2930.0,26435.0,28387.0,8201.0,20256.0,4887.0,25.0,484.0,0.0,1771.0,964.0,269.0,695.0,36,11901
3041,ZCTA5 11930,102639.0,882.0,57.0,64283.0,36.0,882.0,882.0,121.0,856.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,19.0,36,11930
3042,ZCTA5 11931,-666666666.0,39.0,3.0,,0.0,39.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11931
3043,ZCTA5 11932,103056.0,1120.0,49.9,68056.0,48.0,1120.0,1120.0,195.0,791.0,250.0,0.0,64.0,0.0,1.0,14.0,0.0,14.0,36,11932
3044,ZCTA5 11933,77061.0,7342.0,48.7,39604.0,821.0,7322.0,7342.0,825.0,6378.0,436.0,0.0,221.0,0.0,6.0,301.0,25.0,276.0,36,11933
3045,ZCTA5 11934,106892.0,7584.0,42.1,45936.0,263.0,7480.0,7584.0,1093.0,6830.0,274.0,0.0,106.0,0.0,260.0,114.0,12.0,102.0,36,11934
3046,ZCTA5 11935,102688.0,3160.0,52.0,62596.0,75.0,3140.0,3160.0,72.0,3121.0,20.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,36,11935
3047,ZCTA5 11937,97961.0,16137.0,49.9,73973.0,2010.0,16137.0,16137.0,4530.0,14939.0,483.0,21.0,464.0,0.0,134.0,96.0,23.0,73.0,36,11937
3048,ZCTA5 11939,79408.0,999.0,60.8,49668.0,15.0,999.0,999.0,35.0,956.0,16.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,36,11939
3049,ZCTA5 11940,104583.0,5532.0,44.5,48071.0,204.0,5467.0,5532.0,176.0,5159.0,108.0,0.0,105.0,0.0,28.0,132.0,0.0,132.0,36,11940
3050,ZCTA5 11941,123125.0,1797.0,45.4,53859.0,74.0,1797.0,1797.0,224.0,1719.0,32.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,36,11941
3051,ZCTA5 11942,92250.0,5174.0,44.9,48052.0,488.0,5147.0,5174.0,563.0,5014.0,22.0,0.0,122.0,0.0,6.0,10.0,0.0,10.0,36,11942
3052,ZCTA5 11944,58939.0,4287.0,56.8,46610.0,552.0,4065.0,4287.0,831.0,3660.0,381.0,0.0,26.0,0.0,153.0,67.0,7.0,60.0,36,11944
3053,ZCTA5 11946,83301.0,15453.0,44.3,45658.0,1117.0,15435.0,15453.0,5318.0,13609.0,170.0,48.0,38.0,7.0,1306.0,275.0,143.0,132.0,36,11946
3054,ZCTA5 11947,-666666666.0,486.0,57.1,66531.0,14.0,486.0,486.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11947
3055,ZCTA5 11948,-666666666.0,710.0,38.2,45991.0,91.0,710.0,710.0,191.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11948
3056,ZCTA5 11949,96505.0,13760.0,44.4,42632.0,1102.0,13728.0,13760.0,1411.0,12143.0,686.0,0.0,172.0,0.0,317.0,442.0,89.0,353.0,36,11949
3057,ZCTA5 11950,95278.0,16444.0,32.9,29991.0,1630.0,16376.0,16444.0,3994.0,13263.0,1674.0,510.0,160.0,0.0,441.0,396.0,17.0,379.0,36,11950
3058,ZCTA5 11951,74100.0,13015.0,39.7,31643.0,1842.0,12988.0,13015.0,2391.0,11729.0,568.0,57.0,184.0,0.0,114.0,363.0,0.0,363.0,36,11951
3059,ZCTA5 11952,92042.0,5010.0,55.4,58000.0,64.0,5010.0,5010.0,225.0,4989.0,13.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,36,11952
3060,ZCTA5 11953,85103.0,13645.0,43.1,38147.0,1113.0,13422.0,13645.0,2016.0,10572.0,2410.0,6.0,261.0,0.0,200.0,196.0,8.0,188.0,36,11953
3061,ZCTA5 11954,96389.0,3685.0,56.8,49996.0,93.0,3665.0,3685.0,387.0,3434.0,7.0,10.0,10.0,0.0,157.0,67.0,67.0,0.0,36,11954
3062,ZCTA5 11955,65724.0,3748.0,51.1,42548.0,92.0,3728.0,3748.0,294.0,3288.0,70.0,24.0,212.0,0.0,1.0,153.0,0.0,153.0,36,11955
3063,ZCTA5 11956,69886.0,250.0,56.8,52462.0,27.0,250.0,250.0,0.0,238.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11956
3064,ZCTA5 11957,70000.0,835.0,64.4,73210.0,60.0,835.0,835.0,23.0,785.0,5.0,12.0,4.0,0.0,12.0,17.0,0.0,17.0,36,11957
3065,ZCTA5 11958,92179.0,768.0,57.5,63307.0,0.0,768.0,768.0,135.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11958
3066,ZCTA5 11959,69167.0,545.0,57.9,51705.0,61.0,545.0,545.0,21.0,497.0,19.0,0.0,21.0,0.0,0.0,8.0,8.0,0.0,36,11959
3067,ZCTA5 11960,138833.0,706.0,58.4,76523.0,0.0,706.0,706.0,9.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11960
3068,ZCTA5 11961,70244.0,12902.0,49.9,41252.0,1002.0,12879.0,12902.0,1117.0,11201.0,940.0,68.0,462.0,0.0,113.0,118.0,6.0,112.0,36,11961
3069,ZCTA5 11962,113182.0,324.0,63.8,84225.0,0.0,324.0,324.0,9.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,11962
3070,ZCTA5 11963,87688.0,7161.0,49.3,64436.0,639.0,7113.0,7161.0,909.0,6433.0,379.0,0.0,192.0,5.0,66.0,86.0,34.0,52.0,36,11963
3071,ZCTA5 11964,82768.0,2413.0,40.4,45439.0,121.0,2413.0,2413.0,154.0,2179.0,0.0,0.0,76.0,0.0,158.0,0.0,0.0,0.0,36,11964
3072,ZCTA5 11965,123635.0,380.0,67.7,91370.0,0.0,380.0,380.0,0.0,364.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,36,11965
3073,ZCTA5 11967,86953.0,27854.0,35.4,32244.0,3346.0,27828.0,27854.0,5772.0,23881.0,2033.0,63.0,1090.0,0.0,334.0,453.0,236.0,217.0,36,11967
3074,ZCTA5 11968,106271.0,10517.0,52.6,77192.0,810.0,10253.0,10517.0,1102.0,9455.0,283.0,5.0,570.0,0.0,57.0,147.0,4.0,143.0,36,11968
3075,ZCTA5 11970,-666666666.0,212.0,59.6,24552.0,83.0,212.0,212.0,0.0,181.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,36,11970
3076,ZCTA5 11971,76250.0,6026.0,54.6,50684.0,718.0,6026.0,6026.0,634.0,5777.0,12.0,0.0,154.0,0.0,83.0,0.0,0.0,0.0,36,11971
