,Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,B27002_001E,Total Race Population,B03001_003E,White,Black or African American,America Native,Asian,Native Pacific,Other,Two or More,Two or More Inclusive,Three or More,state,ZIP_CODE
20890,ZCTA5 61231,54306.0,5216.0,46.8,29083.0,372.0,5000.0,5216.0,126.0,5068.0,68.0,0.0,42.0,0.0,0.0,38.0,0.0,38.0,17,61231
20891,ZCTA5 61232,67656.0,1318.0,47.5,38132.0,57.0,1318.0,1318.0,17.0,1269.0,18.0,0.0,5.0,0.0,4.0,22.0,2.0,20.0,17,61232
20892,ZCTA5 61234,62375.0,1230.0,44.7,31909.0,62.0,1225.0,1230.0,56.0,1169.0,15.0,0.0,0.0,0.0,23.0,23.0,0.0,23.0,17,61234
20893,ZCTA5 61235,59904.0,1498.0,40.5,27325.0,90.0,1498.0,1498.0,23.0,1456.0,0.0,11.0,4.0,0.0,7.0,20.0,0.0,20.0,17,61235
20894,ZCTA5 61236,51667.0,98.0,32.5,23911.0,9.0,98.0,98.0,0.0,94.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,17,61236
20895,ZCTA5 61238,61134.0,3369.0,42.1,27627.0,271.0,3246.0,3369.0,39.0,3240.0,52.0,23.0,5.0,0.0,6.0,43.0,0.0,43.0,17,61238
20896,ZCTA5 61239,36402.0,1122.0,27.6,20522.0,283.0,1122.0,1122.0,52.0,780.0,287.0,0.0,11.0,0.0,20.0,24.0,3.0,21.0,17,61239
20897,ZCTA5 61240,75987.0,5842.0,48.1,37534.0,174.0,5792.0,5842.0,255.0,5673.0,39.0,12.0,28.0,0.0,25.0,65.0,0.0,65.0,17,61240
20898,ZCTA5 61241,73096.0,7035.0,42.3,33394.0,473.0,7006.0,7035.0,812.0,6863.0,10.0,0.0,9.0,0.0,25.0,128.0,0.0,128.0,17,61241
20899,ZCTA5 61242,73194.0,1322.0,48.0,33209.0,31.0,1322.0,1322.0,0.0,1309.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17,61242
20900,ZCTA5 61243,76500.0,241.0,59.3,41322.0,5.0,241.0,241.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61243
20901,ZCTA5 61244,54106.0,23361.0,39.8,25602.0,2713.0,21669.0,23361.0,4093.0,17339.0,3074.0,58.0,808.0,5.0,1057.0,1020.0,239.0,781.0,17,61244
20902,ZCTA5 61250,61823.0,2489.0,42.6,31425.0,158.0,2489.0,2489.0,46.0,2449.0,0.0,9.0,8.0,0.0,0.0,23.0,0.0,23.0,17,61250
20903,ZCTA5 61251,75139.0,357.0,48.1,44941.0,7.0,357.0,357.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61251
20904,ZCTA5 61252,62825.0,5293.0,46.1,32806.0,334.0,5249.0,5293.0,57.0,5129.0,22.0,40.0,4.0,13.0,27.0,58.0,0.0,58.0,17,61252
20905,ZCTA5 61254,67808.0,11003.0,44.4,35848.0,793.0,10806.0,11003.0,215.0,10669.0,69.0,0.0,62.0,0.0,18.0,185.0,0.0,185.0,17,61254
20906,ZCTA5 61256,68472.0,2088.0,40.3,35095.0,164.0,2088.0,2088.0,180.0,1951.0,79.0,0.0,0.0,0.0,0.0,58.0,4.0,54.0,17,61256
20907,ZCTA5 61257,59808.0,1112.0,33.4,26381.0,305.0,1112.0,1112.0,16.0,1082.0,4.0,0.0,0.0,0.0,16.0,10.0,0.0,10.0,17,61257
20908,ZCTA5 61258,39625.0,184.0,37.6,15513.0,82.0,184.0,184.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61258
20909,ZCTA5 61259,80547.0,1158.0,46.1,38160.0,76.0,1158.0,1158.0,69.0,1089.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,17,61259
20910,ZCTA5 61260,47805.0,964.0,41.5,22102.0,305.0,964.0,964.0,10.0,961.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,17,61260
20911,ZCTA5 61261,48750.0,903.0,37.5,23069.0,84.0,903.0,903.0,43.0,899.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,17,61261
20912,ZCTA5 61262,75769.0,1039.0,47.6,33653.0,7.0,1039.0,1039.0,68.0,1011.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,10.0,17,61262
20913,ZCTA5 61263,68681.0,743.0,31.8,22736.0,92.0,743.0,743.0,79.0,714.0,5.0,2.0,6.0,0.0,7.0,9.0,2.0,7.0,17,61263
20914,ZCTA5 61264,58802.0,10485.0,47.1,35676.0,959.0,10471.0,10485.0,559.0,9737.0,354.0,19.0,58.0,4.0,97.0,216.0,51.0,165.0,17,61264
20915,ZCTA5 61265,54554.0,43472.0,40.7,31762.0,5164.0,43196.0,43472.0,7460.0,36250.0,2457.0,178.0,1031.0,4.0,2072.0,1480.0,259.0,1221.0,17,61265
20916,ZCTA5 61270,57994.0,6938.0,46.2,31384.0,532.0,6732.0,6938.0,126.0,6740.0,57.0,0.0,25.0,0.0,14.0,102.0,14.0,88.0,17,61270
20917,ZCTA5 61272,50972.0,1170.0,46.5,27126.0,78.0,1170.0,1170.0,21.0,1144.0,0.0,4.0,1.0,0.0,0.0,21.0,0.0,21.0,17,61272
20918,ZCTA5 61273,82818.0,3176.0,43.4,36799.0,83.0,3176.0,3176.0,42.0,3109.0,14.0,0.0,0.0,0.0,3.0,50.0,38.0,12.0,17,61273
20919,ZCTA5 61274,70893.0,267.0,53.4,35131.0,15.0,267.0,267.0,7.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61274
20920,ZCTA5 61275,69091.0,4710.0,45.3,35414.0,285.0,4710.0,4710.0,263.0,4296.0,80.0,74.0,21.0,0.0,11.0,228.0,186.0,42.0,17,61275
20921,ZCTA5 61276,59444.0,63.0,36.6,26043.0,9.0,63.0,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61276
20922,ZCTA5 61277,65064.0,3225.0,47.9,36379.0,211.0,3067.0,3225.0,30.0,3132.0,38.0,7.0,0.0,0.0,0.0,48.0,0.0,48.0,17,61277
20923,ZCTA5 61278,61875.0,514.0,41.5,29682.0,100.0,514.0,514.0,10.0,479.0,0.0,0.0,14.0,0.0,2.0,19.0,8.0,11.0,17,61278
20924,ZCTA5 61279,59219.0,909.0,42.4,32697.0,22.0,909.0,909.0,20.0,897.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,17,61279
20925,ZCTA5 61281,71339.0,2460.0,49.3,33593.0,80.0,2460.0,2460.0,56.0,2376.0,21.0,0.0,7.0,0.0,18.0,38.0,29.0,9.0,17,61281
20926,ZCTA5 61282,53056.0,7732.0,38.5,27031.0,1600.0,7726.0,7732.0,1263.0,6179.0,783.0,50.0,88.0,4.0,90.0,538.0,123.0,415.0,17,61282
20927,ZCTA5 61283,57634.0,1909.0,30.6,21921.0,549.0,1909.0,1909.0,31.0,1885.0,16.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,17,61283
20928,ZCTA5 61284,85801.0,1973.0,53.5,45663.0,24.0,1973.0,1973.0,42.0,1928.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,22.0,17,61284
20929,ZCTA5 61285,63304.0,1650.0,48.7,28991.0,87.0,1501.0,1650.0,31.0,1550.0,76.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,17,61285
20930,ZCTA5 61301,52624.0,9807.0,38.0,28566.0,1747.0,9550.0,9807.0,1565.0,8851.0,189.0,0.0,124.0,19.0,484.0,140.0,40.0,100.0,17,61301
20931,ZCTA5 61310,57917.0,3825.0,48.1,30723.0,388.0,3770.0,3825.0,85.0,3721.0,21.0,0.0,39.0,14.0,22.0,8.0,0.0,8.0,17,61310
20932,ZCTA5 61311,-666666666.0,226.0,54.3,23265.0,0.0,226.0,226.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61311
20933,ZCTA5 61312,78000.0,485.0,46.8,35730.0,55.0,485.0,485.0,27.0,456.0,5.0,2.0,0.0,0.0,17.0,5.0,2.0,3.0,17,61312
20934,ZCTA5 61313,48750.0,203.0,46.2,25633.0,11.0,203.0,203.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61313
20935,ZCTA5 61314,55536.0,952.0,44.4,25596.0,88.0,941.0,952.0,11.0,911.0,0.0,0.0,37.0,0.0,0.0,4.0,0.0,4.0,17,61314
20936,ZCTA5 61315,53750.0,240.0,36.3,23533.0,40.0,240.0,240.0,1.0,239.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,61315
20937,ZCTA5 61316,50625.0,250.0,42.8,29762.0,32.0,250.0,250.0,18.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61316
20938,ZCTA5 61317,48750.0,405.0,43.6,26868.0,39.0,405.0,405.0,13.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61317
20939,ZCTA5 61318,56719.0,774.0,37.9,26159.0,106.0,774.0,774.0,89.0,717.0,15.0,12.0,1.0,0.0,23.0,6.0,0.0,6.0,17,61318
20940,ZCTA5 61319,64286.0,1440.0,44.8,29484.0,234.0,1440.0,1440.0,18.0,1395.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,17,61319
20941,ZCTA5 61320,56250.0,681.0,49.9,33573.0,55.0,681.0,681.0,37.0,615.0,23.0,0.0,23.0,0.0,11.0,9.0,0.0,9.0,17,61320
20942,ZCTA5 61321,75208.0,312.0,46.3,36191.0,2.0,312.0,312.0,14.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61321
20943,ZCTA5 61322,53393.0,1601.0,37.5,23471.0,226.0,1601.0,1601.0,996.0,1198.0,47.0,16.0,17.0,0.0,292.0,31.0,4.0,27.0,17,61322
20944,ZCTA5 61323,-666666666.0,78.0,55.1,31299.0,22.0,78.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61323
20945,ZCTA5 61324,79375.0,128.0,64.5,34463.0,0.0,128.0,128.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61324
20946,ZCTA5 61325,66250.0,1062.0,43.0,44883.0,40.0,1060.0,1062.0,82.0,1003.0,1.0,2.0,10.0,0.0,41.0,5.0,0.0,5.0,17,61325
20947,ZCTA5 61326,64236.0,2314.0,46.3,39038.0,195.0,2314.0,2314.0,152.0,2262.0,0.0,0.0,0.0,0.0,28.0,24.0,4.0,20.0,17,61326
20948,ZCTA5 61327,64625.0,1278.0,44.6,31043.0,78.0,1273.0,1278.0,29.0,1247.0,12.0,0.0,4.0,0.0,0.0,15.0,0.0,15.0,17,61327
20949,ZCTA5 61328,-666666666.0,26.0,17.5,,0.0,26.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61328
20950,ZCTA5 61329,64318.0,1211.0,44.0,34391.0,113.0,1211.0,1211.0,87.0,1145.0,0.0,0.0,0.0,0.0,59.0,7.0,2.0,5.0,17,61329
20951,ZCTA5 61330,80568.0,1395.0,50.6,38413.0,46.0,1395.0,1395.0,6.0,1302.0,6.0,0.0,55.0,0.0,0.0,32.0,0.0,32.0,17,61330
20952,ZCTA5 61331,-666666666.0,18.0,-666666666.0,,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61331
20953,ZCTA5 61332,79000.0,125.0,39.8,33406.0,2.0,125.0,125.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61332
20954,ZCTA5 61333,66875.0,383.0,37.7,25518.0,53.0,383.0,383.0,5.0,365.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,13.0,17,61333
20955,ZCTA5 61334,62500.0,722.0,38.1,31256.0,56.0,722.0,722.0,30.0,680.0,3.0,0.0,0.0,0.0,10.0,29.0,0.0,29.0,17,61334
20956,ZCTA5 61335,88125.0,403.0,42.5,32142.0,23.0,403.0,403.0,83.0,391.0,0.0,0.0,10.0,0.0,0.0,2.0,2.0,0.0,17,61335
20957,ZCTA5 61336,57188.0,484.0,49.3,32008.0,74.0,484.0,484.0,14.0,464.0,12.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,17,61336
20958,ZCTA5 61337,43750.0,458.0,39.5,23086.0,92.0,458.0,458.0,24.0,438.0,0.0,0.0,0.0,0.0,14.0,6.0,6.0,0.0,17,61337
20959,ZCTA5 61338,46667.0,226.0,43.6,27546.0,38.0,226.0,226.0,5.0,224.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,17,61338
20960,ZCTA5 61340,70536.0,263.0,47.1,40074.0,23.0,263.0,263.0,2.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61340
20961,ZCTA5 61341,67708.0,8053.0,43.0,30935.0,988.0,7986.0,8053.0,242.0,7851.0,24.0,0.0,21.0,0.0,92.0,65.0,17.0,48.0,17,61341
20962,ZCTA5 61342,61717.0,8435.0,39.7,33152.0,1071.0,8280.0,8435.0,2419.0,7702.0,18.0,10.0,105.0,0.0,483.0,117.0,14.0,103.0,17,61342
20963,ZCTA5 61344,48750.0,364.0,45.4,25607.0,19.0,364.0,364.0,0.0,354.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,17,61344
20964,ZCTA5 61345,75000.0,720.0,45.6,37523.0,72.0,720.0,720.0,16.0,699.0,3.0,2.0,2.0,0.0,14.0,0.0,0.0,0.0,17,61345
20965,ZCTA5 61346,49375.0,63.0,51.5,24790.0,14.0,63.0,63.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61346
20966,ZCTA5 61348,60500.0,4520.0,41.9,30751.0,425.0,4513.0,4520.0,345.0,4262.0,76.0,10.0,9.0,0.0,42.0,121.0,40.0,81.0,17,61348
20967,ZCTA5 61349,61705.0,948.0,47.4,36203.0,118.0,943.0,948.0,3.0,940.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61349
20968,ZCTA5 61350,54910.0,24182.0,40.4,31121.0,3521.0,23742.0,24182.0,2170.0,22076.0,879.0,44.0,199.0,0.0,387.0,597.0,52.0,545.0,17,61350
20969,ZCTA5 61353,54583.0,1191.0,42.3,28475.0,86.0,1191.0,1191.0,55.0,1174.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,10.0,17,61353
20970,ZCTA5 61354,53773.0,10531.0,46.3,32151.0,982.0,10284.0,10531.0,827.0,9999.0,41.0,0.0,146.0,0.0,94.0,251.0,90.0,161.0,17,61354
20971,ZCTA5 61356,59857.0,10627.0,47.7,33093.0,1303.0,10405.0,10627.0,687.0,10249.0,17.0,14.0,98.0,0.0,160.0,89.0,37.0,52.0,17,61356
20972,ZCTA5 61358,40875.0,293.0,47.6,25558.0,58.0,293.0,293.0,9.0,289.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,17,61358
20973,ZCTA5 61359,49327.0,330.0,38.3,25498.0,14.0,330.0,330.0,5.0,313.0,0.0,0.0,6.0,0.0,4.0,7.0,7.0,0.0,17,61359
20974,ZCTA5 61360,76848.0,3050.0,37.7,32274.0,408.0,3050.0,3050.0,120.0,3010.0,8.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,17,61360
20975,ZCTA5 61361,60250.0,1198.0,42.3,30142.0,86.0,1198.0,1198.0,27.0,1162.0,13.0,0.0,0.0,0.0,1.0,22.0,0.0,22.0,17,61361
20976,ZCTA5 61362,50606.0,5550.0,43.0,28377.0,697.0,5465.0,5550.0,946.0,4759.0,205.0,31.0,30.0,0.0,437.0,88.0,45.0,43.0,17,61362
20977,ZCTA5 61363,41875.0,287.0,47.4,28560.0,39.0,285.0,287.0,40.0,268.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,11.0,17,61363
20978,ZCTA5 61364,47784.0,18908.0,44.7,26778.0,3523.0,18733.0,18908.0,1454.0,17557.0,477.0,0.0,143.0,0.0,399.0,332.0,44.0,288.0,17,61364
20979,ZCTA5 61367,57031.0,759.0,46.9,38579.0,43.0,759.0,759.0,12.0,749.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,17,61367
20980,ZCTA5 61368,49271.0,1366.0,47.4,26193.0,167.0,1366.0,1366.0,29.0,1327.0,10.0,0.0,7.0,0.0,6.0,16.0,0.0,16.0,17,61368
20981,ZCTA5 61369,58125.0,1525.0,51.5,31475.0,143.0,1437.0,1525.0,175.0,1458.0,18.0,2.0,7.0,0.0,19.0,21.0,3.0,18.0,17,61369
20982,ZCTA5 61370,66625.0,1504.0,42.0,29161.0,115.0,1503.0,1504.0,137.0,1451.0,0.0,0.0,0.0,0.0,29.0,24.0,6.0,18.0,17,61370
20983,ZCTA5 61372,59500.0,151.0,36.2,35391.0,8.0,151.0,151.0,8.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61372
20984,ZCTA5 61373,75000.0,2153.0,49.2,36519.0,75.0,2144.0,2153.0,35.0,2038.0,0.0,0.0,18.0,0.0,0.0,97.0,0.0,97.0,17,61373
20985,ZCTA5 61374,76023.0,83.0,51.2,39224.0,3.0,83.0,83.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61374
20986,ZCTA5 61375,67125.0,1136.0,55.8,35274.0,56.0,1136.0,1136.0,53.0,1098.0,0.0,0.0,8.0,0.0,26.0,4.0,0.0,4.0,17,61375
20987,ZCTA5 61376,57000.0,2018.0,45.9,28993.0,238.0,1974.0,2018.0,43.0,1980.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,17,61376
20988,ZCTA5 61377,50938.0,1393.0,45.4,28833.0,193.0,1393.0,1393.0,49.0,1371.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,17,61377
20989,ZCTA5 61378,69250.0,325.0,55.7,42694.0,40.0,325.0,325.0,7.0,323.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,17,61378
20990,ZCTA5 61379,55688.0,1291.0,41.6,26139.0,181.0,1291.0,1291.0,53.0,1199.0,5.0,0.0,5.0,0.0,7.0,75.0,10.0,65.0,17,61379
20991,ZCTA5 61401,38027.0,32937.0,41.6,22863.0,5930.0,30382.0,32937.0,2630.0,26189.0,4276.0,201.0,525.0,0.0,1059.0,687.0,100.0,587.0,17,61401
20992,ZCTA5 61410,48864.0,3921.0,39.6,21482.0,870.0,3870.0,3921.0,22.0,3766.0,55.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,17,61410
20993,ZCTA5 61411,75278.0,397.0,54.5,53073.0,0.0,397.0,397.0,10.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61411
20994,ZCTA5 61412,55563.0,1400.0,44.3,28931.0,131.0,1398.0,1400.0,12.0,1307.0,11.0,0.0,0.0,0.0,0.0,82.0,0.0,82.0,17,61412
20995,ZCTA5 61413,58462.0,932.0,42.9,33479.0,86.0,932.0,932.0,8.0,912.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,2.0,17,61413
20996,ZCTA5 61414,55000.0,958.0,39.5,25903.0,134.0,958.0,958.0,0.0,919.0,34.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,17,61414
20997,ZCTA5 61415,57863.0,1954.0,40.7,27538.0,143.0,1954.0,1954.0,2.0,1946.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,17,61415
20998,ZCTA5 61416,22386.0,256.0,39.7,13994.0,96.0,256.0,256.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61416
20999,ZCTA5 61417,68929.0,277.0,49.1,24151.0,64.0,277.0,277.0,3.0,274.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17,61417
21000,ZCTA5 61418,64500.0,576.0,54.5,42685.0,40.0,574.0,576.0,0.0,569.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,17,61418
21001,ZCTA5 61419,41667.0,118.0,60.6,30488.0,9.0,118.0,118.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61419
21002,ZCTA5 61420,49904.0,1172.0,46.9,25409.0,142.0,1172.0,1172.0,0.0,1093.0,14.0,0.0,29.0,0.0,0.0,36.0,0.0,36.0,17,61420
21003,ZCTA5 61421,60526.0,1481.0,43.1,25998.0,224.0,1481.0,1481.0,22.0,1446.0,21.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,17,61421
21004,ZCTA5 61422,48088.0,3175.0,40.8,23248.0,431.0,3175.0,3175.0,26.0,3097.0,34.0,5.0,8.0,0.0,26.0,5.0,0.0,5.0,17,61422
21005,ZCTA5 61423,60455.0,639.0,43.7,30121.0,88.0,639.0,639.0,5.0,634.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17,61423
21006,ZCTA5 61424,111125.0,119.0,23.2,27406.0,6.0,119.0,119.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61424
21007,ZCTA5 61425,54107.0,435.0,60.8,26424.0,24.0,435.0,435.0,12.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61425
21008,ZCTA5 61426,-666666666.0,147.0,36.9,20892.0,45.0,147.0,147.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61426
21009,ZCTA5 61427,67857.0,2174.0,48.0,32104.0,269.0,2123.0,2174.0,46.0,2111.0,41.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,17,61427
21010,ZCTA5 61428,67330.0,1071.0,52.2,36125.0,212.0,1071.0,1071.0,42.0,1012.0,38.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17,61428
21011,ZCTA5 61430,60769.0,654.0,48.6,38558.0,77.0,654.0,654.0,7.0,640.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,13.0,17,61430
21012,ZCTA5 61431,41250.0,252.0,52.7,37819.0,16.0,252.0,252.0,1.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61431
21013,ZCTA5 61432,62386.0,675.0,45.1,30365.0,45.0,675.0,675.0,26.0,665.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,3.0,17,61432
21014,ZCTA5 61433,-666666666.0,128.0,49.2,34742.0,0.0,128.0,128.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61433
21015,ZCTA5 61434,44839.0,2876.0,48.1,27394.0,444.0,2876.0,2876.0,101.0,2796.0,6.0,0.0,10.0,0.0,32.0,32.0,7.0,25.0,17,61434
21016,ZCTA5 61435,-666666666.0,23.0,68.4,34117.0,6.0,23.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61435
21017,ZCTA5 61436,70714.0,732.0,46.0,37045.0,78.0,732.0,732.0,44.0,653.0,0.0,49.0,0.0,0.0,7.0,23.0,7.0,16.0,17,61436
21018,ZCTA5 61437,56958.0,743.0,50.7,30164.0,28.0,743.0,743.0,22.0,740.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,17,61437
21019,ZCTA5 61438,69583.0,842.0,38.6,38223.0,55.0,842.0,842.0,12.0,833.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,17,61438
21020,ZCTA5 61439,57679.0,215.0,51.6,28594.0,31.0,215.0,215.0,9.0,207.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,17,61439
21021,ZCTA5 61440,62292.0,695.0,44.3,30312.0,86.0,695.0,695.0,5.0,686.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,8.0,17,61440
21022,ZCTA5 61441,45648.0,955.0,50.0,25403.0,178.0,955.0,955.0,15.0,918.0,0.0,0.0,4.0,0.0,10.0,23.0,0.0,23.0,17,61441
21023,ZCTA5 61442,52574.0,657.0,49.8,27104.0,89.0,657.0,657.0,0.0,645.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,5.0,17,61442
21024,ZCTA5 61443,42761.0,13736.0,39.8,22958.0,2618.0,13372.0,13736.0,1393.0,11748.0,769.0,18.0,149.0,0.0,919.0,133.0,5.0,128.0,17,61443
21025,ZCTA5 61447,75208.0,1069.0,43.3,43251.0,56.0,1066.0,1069.0,17.0,1047.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,10.0,17,61447
21026,ZCTA5 61448,58041.0,3814.0,41.4,26965.0,336.0,3633.0,3814.0,77.0,3737.0,5.0,0.0,11.0,0.0,0.0,61.0,0.0,61.0,17,61448
21027,ZCTA5 61449,39038.0,299.0,53.4,35926.0,39.0,299.0,299.0,4.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61449
21028,ZCTA5 61450,52438.0,1662.0,47.4,27516.0,178.0,1613.0,1662.0,58.0,1645.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,17,61450
21029,ZCTA5 61451,-666666666.0,333.0,35.9,30429.0,9.0,333.0,333.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61451
21030,ZCTA5 61452,43750.0,216.0,47.5,25813.0,8.0,216.0,216.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61452
21031,ZCTA5 61453,53750.0,557.0,38.1,28244.0,55.0,557.0,557.0,1.0,520.0,0.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,17,61453
21032,ZCTA5 61454,32292.0,484.0,49.7,20268.0,131.0,484.0,484.0,23.0,475.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,17,61454
21033,ZCTA5 61455,41713.0,20294.0,28.0,22517.0,4648.0,19928.0,20294.0,759.0,17453.0,1381.0,27.0,608.0,0.0,126.0,699.0,61.0,638.0,17,61455
21034,ZCTA5 61458,56488.0,636.0,58.5,33089.0,93.0,630.0,636.0,14.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61458
21035,ZCTA5 61459,73750.0,388.0,54.0,31937.0,3.0,388.0,388.0,1.0,370.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,61459
21036,ZCTA5 61460,59844.0,313.0,49.3,27411.0,19.0,313.0,313.0,27.0,309.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,17,61460
21037,ZCTA5 61462,47974.0,11435.0,37.3,23788.0,1529.0,11337.0,11435.0,1544.0,9628.0,462.0,31.0,396.0,0.0,802.0,116.0,0.0,116.0,17,61462
21038,ZCTA5 61465,72228.0,1162.0,46.8,31735.0,134.0,1162.0,1162.0,4.0,1138.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0,21.0,17,61465
21039,ZCTA5 61466,68472.0,295.0,47.7,40018.0,18.0,295.0,295.0,0.0,288.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17,61466
21040,ZCTA5 61467,80078.0,1107.0,35.6,30014.0,56.0,1107.0,1107.0,5.0,1065.0,34.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,17,61467
21041,ZCTA5 61468,98370.0,206.0,25.6,21090.0,106.0,206.0,206.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,17,61468
21042,ZCTA5 61469,50556.0,2213.0,51.5,25018.0,203.0,2198.0,2213.0,27.0,2123.0,6.0,0.0,39.0,0.0,0.0,45.0,0.0,45.0,17,61469
